4.0164,0.2052,1,0,0,0,0,8
4.1352,0,0,1,0,0,0,8
4.1768,0,0,0,1,0,0,8
4.2018,0,0,0,0,1,0,8
4.2426,0,0,0,0,0,1,8
4.2017,0.23177,1,0,0,0,0,12
4.2428,2e-05,0,1,0,0,0,12
4.2588,0,0,0,1,0,0,12
4.268,0,0,0,0,1,0,12
4.3099,0,0,0,0,0,1,12
4.0977,0.299,1,0,0,0,0,13
4.1851,0,0,1,0,0,0,13
4.2305,0,0,0,1,0,0,13
4.2525,0,0,0,0,1,0,13
4.2857,0,0,0,0,0,1,13
4.1239,0.1556,1,0,0,0,0,16
4.2121,0,0,1,0,0,0,16
4.2537,0,0,0,1,0,0,16
4.2656,0,0,0,0,1,0,16
4.2938,0,0,0,0,0,1,16
3.3979,0.66838,1,0,0,0,0,19
3.6,0.0572,0,1,0,0,0,19
3.6846,0,0,0,1,0,0,19
3.7898,0,0,0,0,1,0,19
3.881,0,0,0,0,0,1,19
4.0792,0.33843,1,0,0,0,0,20
4.1604,0,0,1,0,0,0,20
4.2303,0,0,0,1,0,0,20
4.2638,0,0,0,0,1,0,20
4.2677,0,0,0,0,0,1,20
4.091,0,0,1,0,0,0,22
4.1487,0,0,0,1,0,0,22
4.192,0,0,0,0,1,0,22
4.2218,0,0,0,0,0,1,22
3.8067,0.6387,1,0,0,0,0,25
4.0553,0,0,1,0,0,0,25
4.122,0,0,0,1,0,0,25
4.1991,0,0,0,0,1,0,25
4.2595,0,0,0,0,0,1,25
3.541,0.95,1,0,0,0,0,27
3.6988,0,0,1,0,0,0,27
3.7572,0,0,0,1,0,0,27
3.8301,0,0,0,0,1,0,27
3.9559,0,0,0,0,0,1,27
3.6028,0.5252,1,0,0,0,0,28
3.9318,0,0,1,0,0,0,28
4.0054,0,0,0,1,0,0,28
4.0783,0,0,0,0,1,0,28
4.1379,0,0,0,0,0,1,28
3.8918,0.198,1,0,0,0,0,29
4.0466,0,0,1,0,0,0,29
4.167,0,0,0,1,0,0,29
4.2293,0,0,0,0,1,0,29
4.2802,0,0,0,0,0,1,29
4.162,0.12063,1,0,0,0,0,35
4.2356,0.0002,0,1,0,0,0,35
4.2643,0,0,0,1,0,0,35
4.2831,0,0,0,0,1,0,35
4.3138,0,0,0,0,0,1,35
4.1604,0.14378,1,0,0,0,0,36
4.237,0,0,1,0,0,0,36
4.2669,0,0,0,1,0,0,36
4.2927,0,0,0,0,1,0,36
4.3287,0,0,0,0,0,1,36
3.7377,0.8026,1,0,0,0,0,38
4.0019,0,0,1,0,0,0,38
4.0482,0,0,0,1,0,0,38
4.1336,0,0,0,0,1,0,38
4.2384,0,0,0,0,0,1,38
3.7819,0.2905,1,0,0,0,0,39
3.7087,0.0107,0,1,0,0,0,39
3.5924,0,0,0,1,0,0,39
4.123,0,0,0,0,1,0,39
4.1791,0,0,0,0,0,1,39
3.635,0.535,1,0,0,0,0,43
3.924,0,0,1,0,0,0,43
4.0397,0,0,0,1,0,0,43
4.1093,0,0,0,0,1,0,43
4.1883,0,0,0,0,0,1,43
3.8979,0.667,1,0,0,0,0,46
4.0483,0,0,1,0,0,0,46
4.1248,0,0,0,1,0,0,46
4.2065,0,0,0,0,1,0,46
4.2863,0,0,0,0,0,1,46
4.0656,0.28767,1,0,0,0,0,50
4.2121,0,0,1,0,0,0,50
4.2451,0,0,0,1,0,0,50
4.2451,0,0,0,0,1,0,50
4.2523,0,0,0,0,0,1,50
4.151,0.1826,1,0,0,0,0,51
4.2121,0,0,1,0,0,0,51
4.2419,0,0,0,1,0,0,51
4.255,0,0,0,0,1,0,51
4.2853,0,0,0,0,0,1,51
4.1821,0.1214,1,0,0,0,0,55
4.2627,0,0,1,0,0,0,55
4.2789,0,0,0,1,0,0,55
4.2947,0,0,0,0,1,0,55
4.308,0,0,0,0,0,1,55
3.3979,0.198,1,0,0,0,0,56
3.8265,0,0,1,0,0,0,56
3.9543,0,0,0,1,0,0,56
4.073,0,0,0,0,1,0,56
4.162,0,0,0,0,0,1,56
3.6628,0.3125,1,0,0,0,0,57
3.7635,0.0004,0,1,0,0,0,57
3.8562,0,0,0,1,0,0,57
3.9751,0,0,0,0,1,0,57
4.0822,0,0,0,0,0,1,57
3.6712,0.9302,1,0,0,0,0,58
3.8795,0.007,0,1,0,0,0,58
3.9774,0,0,0,1,0,0,58
4.0614,0,0,0,0,1,0,58
4.1473,0,0,0,0,0,1,58
3.434,0.3733,1,0,0,0,0,59
3.7471,0.00033333,0,1,0,0,0,59
3.8367,0,0,0,1,0,0,59
3.9343,0,0,0,0,1,0,59
4.0171,0,0,0,0,0,1,59
3.916,0.38709,1,0,0,0,0,61
4.1573,0,0,1,0,0,0,61
4.2376,0,0,0,1,0,0,61
4.2812,0,0,0,0,1,0,61
4.3245,0,0,0,0,0,1,61
4.0483,0.22343,1,0,0,0,0,64
4.1942,3e-05,0,1,0,0,0,64
4.2272,0,0,0,1,0,0,64
4.2522,0,0,0,0,1,0,64
4.2931,0,0,0,0,0,1,64
4.0943,0.2792,1,0,0,0,0,66
4.1972,0,0,1,0,0,0,66
4.2546,0,0,0,1,0,0,66
4.2768,0,0,0,0,1,0,66
4.3074,0,0,0,0,0,1,66
4.1744,0.26991,1,0,0,0,0,70
4.237,0.0001,0,1,0,0,0,70
4.2593,0,0,0,1,0,0,70
4.2721,0,0,0,0,1,0,70
4.301,0,0,0,0,0,1,70
3.9964,0.40921,1,0,0,0,0,78
4.1881,0,0,1,0,0,0,78
4.2319,0,0,0,1,0,0,78
4.2745,0,0,0,0,1,0,78
4.3089,0,0,0,0,0,1,78
3.8501,0.198,1,0,0,0,0,79
3.4144,0.8056,1,0,0,0,0,81
3.7377,0,0,1,0,0,0,81
3.8263,0,0,0,1,0,0,81
3.9527,0,0,0,0,1,0,81
4.0492,0,0,0,0,0,1,81
3.8918,0.505,1,0,0,0,0,84
3.957,0,0,1,0,0,0,84
4.0309,0,0,0,1,0,0,84
4.089,0,0,0,0,1,0,84
4.1111,0,0,0,0,0,1,84
4.1109,0,0,1,0,0,0,85
4.1903,0,0,0,1,0,0,85
4.2479,0,0,0,0,1,0,85
4.3048,0,0,0,0,0,1,85
3.4812,0.6095,1,0,0,0,0,86
3.7329,0,0,1,0,0,0,86
3.842,0,0,0,1,0,0,86
3.968,0,0,0,0,1,0,86
4.0945,0,0,0,0,0,1,86
3.541,0.1175,1,0,0,0,0,88
3.627,0,0,1,0,0,0,88
3.7474,0,0,0,1,0,0,88
3.8627,0,0,0,0,1,0,88
3.9328,0,0,0,0,0,1,88
4.0254,0.26761,1,0,0,0,0,89
4.1526,0,0,1,0,0,0,89
4.2233,0,0,0,1,0,0,89
4.2451,0,0,0,0,1,0,89
4.2415,0,0,0,0,0,1,89
3.5351,0.8775,1,0,0,0,0,90
