3.6243,0.0086,0,1,0,0,0,90
3.7255,0,0,0,1,0,0,90
3.8696,0,0,0,0,1,0,90
4.0039,0,0,0,0,0,1,90
3.4012,1.126,1,0,0,0,0,92
3.6558,0.060925,0,1,0,0,0,92
3.7917,0,0,0,1,0,0,92
3.8994,0,0,0,0,1,0,92
3.9961,0,0,0,0,0,1,92
4.091,0.30567,1,0,0,0,0,93
4.2032,0,0,1,0,0,0,93
4.2441,0,0,0,1,0,0,93
4.264,0,0,0,0,1,0,93
4.2859,0,0,0,0,0,1,93
3.6628,0.3715,1,0,0,0,0,94
3.8308,0.0072,0,1,0,0,0,94
3.9075,0,0,0,1,0,0,94
4.0037,0,0,0,0,1,0,94
4.0965,0,0,0,0,0,1,94
3.6628,0.6877,1,0,0,0,0,95
3.7842,0.0592,0,1,0,0,0,95
3.8873,0,0,0,1,0,0,95
4.0142,0,0,0,0,1,0,95
4.1268,0,0,0,0,0,1,95
4.1109,0.1725,1,0,0,0,0,96
4.2767,0,0,1,0,0,0,96
4.2939,0,0,0,1,0,0,96
4.3036,0,0,0,0,1,0,96
4.3389,0,0,0,0,0,1,96
4.0724,0.8164,1,0,0,0,0,98
4.1897,0,0,1,0,0,0,98
4.244,0,0,0,1,0,0,98
4.275,0,0,0,0,1,0,98
4.3029,0,0,0,0,0,1,98
3.9722,0.1175,1,0,0,0,0,99
4.069,0,0,1,0,0,0,99
4.1647,0,0,0,1,0,0,99
4.2248,0,0,0,0,1,0,99
4.2591,0,0,0,0,0,1,99
3.8774,0.41449,1,0,0,0,0,101
4.1573,0,0,1,0,0,0,101
4.215,0,0,0,1,0,0,101
4.2756,0,0,0,0,1,0,101
4.3308,0,0,0,0,0,1,101
3.6738,0,0,1,0,0,0,105
3.7517,0,0,0,1,0,0,105
3.7461,0,0,0,0,1,0,105
3.6762,0,0,0,0,0,1,105
3.8857,0.1855,1,0,0,0,0,108
3.8607,0.0107,0,1,0,0,0,108
3.9918,0,0,0,1,0,0,108
4.0931,0,0,0,0,1,0,108
4.2023,0,0,0,0,0,1,108
3.6323,0,0,1,0,0,0,110
3.6993,0,0,0,1,0,0,110
3.6993,0,0,0,0,1,0,110
3.8063,0,0,0,0,0,1,110
3.6628,0.5159,1,0,0,0,0,111
4.0254,0.0006,0,1,0,0,0,111
4.0914,0,0,0,1,0,0,111
4.1614,0,0,0,0,1,0,111
4.1744,0,0,0,0,0,1,111
3.7448,0.61658,1,0,0,0,0,116
4.036,0.0038,0,1,0,0,0,116
4.132,0,0,0,1,0,0,116
4.1694,0,0,0,0,1,0,116
4.2224,0,0,0,0,0,1,116
3.6628,0.21805,1,0,0,0,0,122
3.7589,0.0349,0,1,0,0,0,122
3.8485,0,0,0,1,0,0,122
3.9492,0,0,0,0,1,0,122
4.0606,0,0,0,0,0,1,122
3.7751,0.62085,1,0,0,0,0,127
3.924,0.0037,0,1,0,0,0,127
4.049,0,0,0,1,0,0,127
4.1224,0,0,0,0,1,0,127
4.2011,0,0,0,0,0,1,127
3.6,0.62119,1,0,0,0,0,132
3.6082,0.004,0,1,0,0,0,132
3.7845,0,0,0,1,0,0,132
3.8888,0,0,0,0,1,0,132
3.9532,0,0,0,0,0,1,132
3.4657,0.893,1,0,0,0,0,139
3.9318,0,0,1,0,0,0,139
4.0843,0,0,0,1,0,0,139
4.1334,0,0,0,0,1,0,139
4.1894,0,0,0,0,0,1,139
3.7519,0.3169,1,0,0,0,0,141
3.8816,0.0009,0,1,0,0,0,141
3.9946,0,0,0,1,0,0,141
4.1199,0,0,0,0,1,0,141
4.2028,0,0,0,0,0,1,141
3.5973,0.013537,0,1,0,0,0,146
3.6804,0,0,0,1,0,0,146
3.758,0,0,0,0,1,0,146
3.8256,0,0,0,0,0,1,146
3.541,0.4756,1,0,0,0,0,147
3.7448,0,0,1,0,0,0,147
3.8573,0,0,0,1,0,0,147
3.987,0,0,0,0,1,0,147
4.0728,0,0,0,0,0,1,147
4.2106,0.18005,1,0,0,0,0,148
4.2781,0.0003,0,1,0,0,0,148
4.2953,0,0,0,1,0,0,148
4.2977,0,0,0,0,1,0,148
4.327,0,0,0,0,0,1,148
4.2092,0.2144,1,0,0,0,0,149
4.2863,0,0,1,0,0,0,149
4.296,0,0,0,1,0,0,149
4.3066,0,0,0,0,1,0,149
4.3273,0,0,0,0,0,1,149
4.2151,0.2141,1,0,0,0,0,151
4.2428,0,0,1,0,0,0,151
4.2612,0,0,0,1,0,0,151
4.2699,0,0,0,0,1,0,151
4.2932,0,0,0,0,0,1,151
3.4012,0.8134,1,0,0,0,0,153
3.661,0.0174,0,1,0,0,0,153
3.781,0,0,0,1,0,0,153
3.9006,0,0,0,0,1,0,153
4.0095,0,0,0,0,0,1,153
3.7471,0.5952,1,0,0,0,0,154
4.011,0,0,1,0,0,0,154
4.1098,0,0,0,1,0,0,154
4.1834,0,0,0,0,1,0,154
4.2502,0,0,0,0,0,1,154
3.7038,0.83215,1,0,0,0,0,155
3.7819,0,0,1,0,0,0,155
3.8708,0,0,0,1,0,0,155
3.9879,0,0,0,0,1,0,155
4.1007,0,0,0,0,0,1,155
3.8565,0.97649,1,0,0,0,0,156
3.8607,0,0,1,0,0,0,156
3.9728,0,0,0,1,0,0,156
4.0462,0,0,0,0,1,0,156
4.1123,0,0,0,0,0,1,156
4.0091,0.30758,1,0,0,0,0,159
4.1158,0,0,1,0,0,0,159
4.2148,0,0,0,1,0,0,159
4.2466,0,0,0,0,1,0,159
4.2499,0,0,0,0,0,1,159
3.918,0.62339,1,0,0,0,0,162
4.0826,0.0148,0,1,0,0,0,162
4.1501,0,0,0,1,0,0,162
4.2109,0,0,0,0,1,0,162
4.2682,0,0,0,0,0,1,162
3.8416,0.3642,1,0,0,0,0,163
4.1368,0,0,1,0,0,0,163
4.1575,0,0,0,1,0,0,163
4.1826,0,0,0,0,1,0,163
4.2021,0,0,0,0,0,1,163
3.902,0.42206,1,0,0,0,0,167
4.1125,0,0,1,0,0,0,167
4.1814,0,0,0,1,0,0,167
4.2267,0,0,0,0,1,0,167
4.2354,0,0,0,0,0,1,167
4.0289,0.40476,1,0,0,0,0,168
4.2092,0.00015,0,1,0,0,0,168
4.2387,0,0,0,1,0,0,168
4.2461,0,0,0,0,1,0,168
4.2063,0,0,0,0,0,1,168
4.101,0.0004,0,1,0,0,0,173
4.1539,0,0,0,1,0,0,173
4.2157,0,0,0,0,1,0,173
4.2695,0,0,0,0,0,1,173
3.4812,0.9704,1,0,0,0,0,176
3.8133,0,0,1,0,0,0,176
3.9284,0,0,0,1,0,0,176
4.0491,0,0,0,0,1,0,176
4.0447,0,0,0,0,0,1,176
3.8918,0.505,1,0,0,0,0,180
4.0254,0,0,1,0,0,0,180
4.0913,0,0,0,1,0,0,180
4.1495,0,0,0,0,1,0,180
4.1955,0,0,0,0,0,1,180
4.2002,0.12532,1,0,0,0,0,183
4.2739,2e-05,0,1,0,0,0,183
4.2931,0,0,0,1,0,0,183
4.3108,0,0,0,0,1,0,183
4.3289,0,0,0,0,0,1,183
3.7519,0.5064,1,0,0,0,0,189
3.8501,0.0002,0,1,0,0,0,189
3.9636,0,0,0,1,0,0,189
4.068,0,0,0,0,1,0,189
4.1526,0,0,0,0,0,1,189
3.9703,0.1175,1,0,0,0,0,193
4.0792,0,0,1,0,0,0,193
4.1538,0,0,0,1,0,0,193
4.1798,0,0,0,0,1,0,193
4.2201,0,0,0,0,0,1,193
3.6628,0.6706,1,0,0,0,0,194
3.7977,0.0005,0,1,0,0,0,194
3.8834,0,0,0,1,0,0,194
3.9925,0,0,0,0,1,0,194
4.1338,0,0,0,0,0,1,194
3.7751,0,0,1,0,0,0,195
3.9216,0,0,0,1,0,0,195
4.0379,0,0,0,0,1,0,195
4.1178,0,0,0,0,0,1,195
3.7136,0.06,1,0,0,0,0,196
4.0342,0.3441,1,0,0,0,0,201
4.1912,0,0,1,0,0,0,201
4.2189,0,0,0,1,0,0,201
4.2305,0,0,0,0,1,0,201
4.2546,0,0,0,0,0,1,201
4.1558,0.13218,1,0,0,0,0,202
4.2341,0,0,1,0,0,0,202
4.2452,0,0,0,1,0,0,202
4.26,0,0,0,0,1,0,202
4.2994,0,0,0,0,0,1,202
3.5234,0.49555,1,0,0,0,0,205
4.0091,0,0,1,0,0,0,205
4.0915,0,0,0,1,0,0,205
4.1762,0,0,0,0,1,0,205
4.2245,0,0,0,0,0,1,205
3.2925,0.96506,1,0,0,0,0,207
3.6988,0.10147,0,1,0,0,0,207
3.8009,0,0,0,1,0,0,207
4.0133,0,0,0,0,1,0,207
4.1462,0,0,0,0,0,1,207
3.908,0.032624,1,0,0,0,0,213
4.0622,0.00036579,0,1,0,0,0,213
4.1484,0,0,0,1,0,0,213
4.2186,0,0,0,0,1,0,213
4.2507,0,0,0,0,0,1,213
3.7257,0.18933,1,0,0,0,0,214
3.8067,0,0,1,0,0,0,214
3.895,0,0,0,1,0,0,214
3.9728,0,0,0,0,1,0,214
4.0453,0,0,0,0,0,1,214
