3,1940,0
3,1950,0
3,1960,0
3,1970,3.1184e+08
3,1980,1.0706e+09
3,1990,4.5207e+08
3,2000,3.9655e+07
4,1940,0
4,1950,0
4,1960,7.053e+08
4,1970,8.2511e+08
4,1980,1.0302e+09
4,1990,3.2165e+08
4,2000,3.6268e+07
5,1940,71
5,1950,0
5,1960,0
5,1970,0
5,1980,0
5,1990,0
5,2000,0
8,1940,0
8,1950,96
8,1960,99
8,1970,41340
8,1980,74
8,1990,0
8,2000,0
9,1940,0
9,1950,0
9,1960,0
9,1970,0
9,1980,0
9,1990,8110
9,2000,0
12,1940,0
12,1950,0
12,1960,0
12,1970,0
12,1980,0
12,1990,0
12,2000,441
14,1940,28
14,1950,0
14,1960,0
14,1970,0
14,1980,0
14,1990,1.0245e+08
14,2000,5
18,1940,0
18,1950,0
18,1960,0
18,1970,0
18,1980,7
18,1990,0
18,2000,0
19,1940,0
19,1950,0
19,1960,0
19,1970,65592
19,1980,1.0379e+05
19,1990,16654
19,2000,0
23,1940,0
23,1950,0
23,1960,0
23,1970,0
23,1980,0
23,1990,1.5795e+08
23,2000,0
27,1940,2601
27,1950,103
27,1960,138
27,1970,0
27,1980,0
27,1990,0
27,2000,0
30,1940,0
30,1950,0
30,1960,327
30,1970,0
30,1980,0
30,1990,0
30,2000,0
32,1940,0
32,1950,0
32,1960,1
32,1970,0
32,1980,0
32,1990,2.6963e+07
32,2000,5.0533e+07
34,1940,0
34,1950,0
34,1960,0
34,1970,0
34,1980,0
34,1990,0
34,2000,4294
38,1940,0
38,1950,0
38,1960,0
38,1970,1
38,1980,0
38,1990,0
38,2000,0
39,1940,1.7438e+09
39,1950,34955
39,1960,13031
39,1970,1.538e+08
39,1980,43342
39,1990,0
39,2000,0
40,1940,0
40,1950,0
40,1960,0
40,1970,0
40,1980,0
40,1990,0
40,2000,7253
41,1940,0
41,1950,40179
41,1960,3.7477e+08
41,1970,0
41,1980,100
41,1990,0
41,2000,0
43,1940,0
43,1950,0
43,1960,1.0191e+05
43,1970,1.4063e+05
43,1980,1.041e+05
43,1990,67575
43,2000,5.4717e+07
44,1940,0
44,1950,0
44,1960,0
44,1970,0
44,1980,3
44,1990,102
44,2000,0
46,1940,2401
46,1950,0
46,1960,0
46,1970,0
46,1980,0
46,1990,0
46,2000,0
47,1940,0
47,1950,66144
47,1960,96
47,1970,0
47,1980,0
47,1990,0
47,2000,0
49,1940,0
49,1950,82041
49,1960,0
49,1970,3364
49,1980,0
49,1990,0
49,2000,0
53,1940,0
53,1950,0
53,1960,0
53,1970,0
53,1980,0
53,1990,22161
53,2000,0
56,1940,0
56,1950,0
56,1960,130
56,1970,0
56,1980,0
56,1990,0
56,2000,0
57,1940,0
57,1950,2.0315e+09
57,1960,7.1233e+08
57,1970,0
57,1980,0
57,1990,2.6068e+08
57,2000,3.906e+07
58,1940,0
58,1950,0
58,1960,0
58,1970,0
58,1980,0
58,1990,23
58,2000,0
59,1940,0
59,1950,22480
59,1960,15952
59,1970,15440
59,1980,0
59,1990,31558
59,2000,0
60,1940,0
60,1950,0
60,1960,0
60,1970,0
60,1980,0
60,1990,5.3555e+07
60,2000,48857
61,1940,0
61,1950,0
61,1960,0
61,1970,0
61,1980,12312
61,1990,8087
61,2000,0
62,1940,48945
62,1950,0
62,1960,0
62,1970,0
62,1980,0
62,1990,0
62,2000,0
63,1940,0
63,1950,0
63,1960,1.0055e+05
63,1970,1.3278e+09
63,1980,1.6109e+09
63,1990,1.8457e+08
63,2000,93658
66,1940,0
66,1950,0
66,1960,3.5653e+08
66,1970,0
66,1980,0
66,1990,0
66,2000,0
69,1940,0
69,1950,0
69,1960,2
69,1970,0
69,1980,0
69,1990,0
69,2000,0
70,1940,0
70,1950,0
70,1960,0
70,1970,0
70,1980,74
70,1990,0
70,2000,441
71,1940,0
71,1950,0
71,1960,0
71,1970,0
71,1980,0
71,1990,34975
71,2000,124
72,1940,0
72,1950,0
72,1960,1
72,1970,0
72,1980,427
72,1990,0
72,2000,0
75,1940,0
75,1950,0
75,1960,0
75,1970,0
75,1980,7
75,1990,0
75,2000,0
76,1940,0
76,1950,0
76,1960,1.1995e+05
76,1970,46264
76,1980,0
76,1990,2.8324e+07
76,2000,0
77,1940,0
77,1950,0
77,1960,0
77,1970,1
77,1980,0
77,1990,0
77,2000,0
78,1940,1.7352e+09
78,1950,0
78,1960,0
78,1970,0
78,1980,0
78,1990,0
78,2000,0
79,1940,0
79,1950,0
79,1960,0
79,1970,0
79,1980,3
79,1990,0
79,2000,0
81,1940,2
81,1950,20
81,1960,83018
81,1970,1.3864e+05
81,1980,1.0212e+05
81,1990,37529
81,2000,0
86,1940,0
86,1950,7
86,1960,256
86,1970,0
86,1980,0
86,1990,0
86,2000,0
87,1940,0
87,1950,0
87,1960,0
87,1970,0
87,1980,0
87,1990,38608
87,2000,0
88,1940,0
88,1950,0
88,1960,0
88,1970,0
88,1980,6
88,1990,180
88,2000,270
89,1940,0
89,1950,529
89,1960,0
89,1970,0
89,1980,0
89,1990,0
89,2000,0
90,1940,71569
90,1950,7.9275e+08
90,1960,1.8572e+05
90,1970,1.0204e+09
90,1980,92296
90,1990,6.8586e+07
90,2000,19654
92,1940,1.6597e+09
