-0.330732	NaN	NaN	0.000000	NaN
0.051793	NaN	NaN	0.000000	NaN
0.000000	NaN	NaN	0.000000	NaN
0.000000	NaN	NaN	0.000000	NaN
0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000	0.000000
0.928533	NaN	NaN	0.000000	NaN
283.000000	214.000000	168.000000	0.000000	136.000000
59.000000	50.000000	59.000000	0.000000	59.000000
